Source,SpecimenID,Location,Day,Month,Year,A or B egg,Length (mm),Breadth (mm),Volume,Reference,Column1,_1,_2,_3,_4
RSPB,RSPB 30,Nightingale,23,9,2014,A,57.6,47.2,65.1,,,,,,
RSPB,RSPB 14,Nightingale,23,9,2014,A,58.8,45.5,61.6,,,,,,
RSPB,RSPB 254,Tristan,9,10,2014,A,59.8,44,58.7,,,,,,
RSPB,RSPB 136,Alex,26,9,2014,A,59,45.5,61.9,,,,,,
RSPB,RSPB 122,Alex,26,9,2014,A,57.7,47.9,67.1,,,,,,
RSPB,RSPB 96,Alex,26,9,2014,A,61.3,42.8,56.9,,,,,,
RSPB,RSPB 60,Nightingale,24,9,2014,A,59.1,46.3,64.2,,,,,,
RSPB,RSPB 199,Tristan,13,10,2014,A,59,46.5,64.7,,,,,,
RSPB,RSPB 249,Tristan,9,10,2014,A,60.7,44,59.6,,,,,,
RSPB,RSPB 53,Nightingale,24,9,2014,A,58.6,47.2,66,,,,,,
RSPB,RSPB 63,Nightingale,24,9,2014,A,59.6,45.9,63.6,,,,,,
RSPB,RSPB 235,Tristan,9,10,2014,A,59.6,46,63.9,,,,,,
RSPB,RSPB 54,Nightingale,24,9,2014,A,59.6,46.1,64.1,,,,,,
RSPB,RSPB 95,Alex,26,9,2014,A,62.1,42.5,56.9,,,,,,
RSPB,RSPB 233,Tristan,9,10,2014,A,60.2,45.4,62.9,,,,,,
RSPB,RSPB 93,Nightingale,25,9,2014,A,59.3,46.8,65.8,,,,,,
RSPB,RSPB 36,Nightingale,24,9,2014,A,59.7,46.3,64.7,,,,,,
RSPB,RSPB 161,Tristan,13,10,2014,A,58.8,47.7,67.8,,,,,,
RSPB,RSPB 40,Nightingale,24,9,2014,A,59.3,47,66.4,,,,,,
RSPB,RSPB 237,Tristan,9,10,2014,A,59.5,46.8,66.1,,,,,,
RSPB,RSPB 229,Tristan,9,10,2014,A,59.3,47.2,67,,,,,,
RSPB,RSPB 112,Alex,26,9,2014,A,59,47.8,68.3,,,,,,
RSPB,RSPB 258,Tristan,9,10,2014,A,58.7,48.3,69.4,,,,,,
RSPB,RSPB 245,Tristan,9,10,2014,A,58.6,48.5,69.9,,,,,,
RSPB,RSPB 28,Nightingale,23,9,2014,A,59.9,46.7,66.1,,,,,,
RSPB,RSPB 58,Nightingale,24,9,2014,A,60.1,46.5,65.9,,,,,,
RSPB,RSPB 264,Tristan,9,10,2014,A,59.7,47.5,68.3,,,,,,
RSPB,RSPB 180,Tristan,13,10,2014,A,60.5,46.5,66.3,,,,,,
RSPB,RSPB 227,Tristan,9,10,2014,A,60.5,46.5,66.3,,,,,,
RSPB,RSPB 1,Nightingale,23,9,2014,A,60,47.3,68.1,,,,,,
RSPB,RSPB 85,Nightingale,25,9,2014,A,60.8,46.3,66.1,,,,,,
RSPB,RSPB 110,Alex,26,9,2014,A,61.3,45.7,64.9,,,,,,
RSPB,RSPB 75,Nightingale,25,9,2014,A,60.3,47.3,68.3,,,,,,
RSPB,RSPB 3,Nightingale,23,9,2014,A,61.1,46.2,66.1,,,,,,
RSPB,RSPB 84,Nightingale,25,9,2014,A,60.1,47.9,69.9,,,,,,
RSPB,RSPB 69,Nightingale,24,9,2014,A,60.4,47.5,68.9,,,,,,
RSPB,RSPB 128,Alex,26,9,2014,A,61.2,46.4,66.8,,,,,,
RSPB,RSPB 163,Tristan,13,10,2014,A,61.9,45.4,64.7,,,,,,
RSPB,RSPB 144,Tristan,13,10,2014,A,61.8,45.8,65.7,,,,,,
RSPB,RSPB 206,Tristan,9,10,2014,A,60,48.6,71.9,,,,,,
RSPB,RSPB 47,Nightingale,24,9,2014,A,60.5,47.9,70.4,,,,,,
RSPB,RSPB 127,Alex,26,9,2014,A,61,47.2,68.9,,,,,,
RSPB,RSPB 165,Tristan,13,10,2014,A,60,48.7,72.1,,,,,,
RSPB,RSPB 222,Tristan,9,10,2014,A,60.7,47.8,70.3,,,,,,
RSPB,RSPB 90,Nightingale,25,9,2014,A,60.5,48.1,71,,,,,,
RSPB,RSPB 189,Tristan,13,10,2014,A,65.9,40.2,54,,,,,,
RSPB,RSPB 50,Nightingale,24,9,2014,A,60.4,48.5,72,,,,,,
RSPB,RSPB 79,Nightingale,25,9,2014,A,61.8,46.7,68.2,,,,,,
RSPB,RSPB 97,Alex,26,9,2014,A,61.5,47.3,69.8,,,,,,
RSPB,RSPB 210,Tristan,9,10,2014,A,60.7,48.5,72.4,,,,,,
RSPB,RSPB 153,Tristan,13,10,2014,A,61.8,47,69.2,,,,,,
RSPB,RSPB 39,Nightingale,24,9,2014,A,61.2,48,71.5,,,,,,
RSPB,RSPB 17,Nightingale,23,9,2014,A,62.2,46.6,68.5,,,,,,
RSPB,RSPB 16,Nightingale,23,9,2014,A,62.5,46.2,67.6,,,,,,
RSPB,RSPB 64,Nightingale,24,9,2014,A,62.5,46.2,67.6,,,,,,
RSPB,RSPB 87,Nightingale,25,9,2014,A,62.5,46.3,67.9,,,,,,
RSPB,RSPB 76,Nightingale,25,9,2014,A,60.8,48.9,73.7,,,,,,
RSPB,RSPB 9,Nightingale,23,9,2014,A,61.7,47.6,70.9,,,,,,
RSPB,RSPB 220,Tristan,9,10,2014,A,60.9,48.9,73.8,,,,,,
RSPB,RSPB 149,Tristan,13,10,2014,A,64.3,43.9,62.8,,,,,,
RSPB,RSPB 23,Nightingale,23,9,2014,A,63.4,45.3,66,,,,,,
RSPB,RSPB 92,Nightingale,25,9,2014,A,61.1,48.8,73.7,,,,,,
RSPB,RSPB 22,Nightingale,23,9,2014,A,61,49.2,74.9,,,,,,
RSPB,RSPB 35,Nightingale,24,9,2014,A,63,46.3,68.3,,,,,,
RSPB,RSPB 124,Alex,26,9,2014,A,61.3,48.9,74.2,,,,,,
RSPB,RSPB 82,Nightingale,25,9,2014,A,63.7,45.3,66.3,,,,,,
RSPB,RSPB 196,Tristan,13,10,2014,A,62.5,47.2,70.6,,,,,,
RSPB,RSPB 34,Nightingale,23,9,2014,A,63.2,46.2,68.4,,,,,,
RSPB,RSPB 98,Alex,26,9,2014,A,61,49.7,76.4,,,,,,
RSPB,RSPB 42,Nightingale,24,9,2014,A,62,48.3,73.3,,,,,,
RSPB,RSPB 77,Nightingale,25,9,2014,A,64.3,45,65.9,,,,,,
RSPB,RSPB 7,Nightingale,23,9,2014,A,63,46.9,70.3,,,,,,
RSPB,RSPB 177,Tristan,13,10,2014,A,62.4,47.8,72.3,,,,,,
RSPB,RSPB 105,Alex,26,9,2014,A,62.4,47.9,72.4,,,,,,
RSPB,RSPB 31,Nightingale,23,9,2014,A,64,45.5,67.2,,,,,,
RSPB,RSPB 46,Nightingale,24,9,2014,A,61.8,48.8,74.6,,,,,,
RSPB,RSPB 65,Nightingale,24,9,2014,A,62.6,47.9,72.8,,,,,,
RSPB,RSPB 262,Tristan,9,10,2014,A,64.1,45.7,67.9,,,,,,
RSPB,RSPB 142,Tristan,13,10,2014,A,62.1,48.7,74.7,,,,,,
RSPB,RSPB 132,Alex,26,9,2014,A,62.8,48,73.2,,,,,,
RSPB,RSPB 130,Alex,26,9,2014,A,62,49.2,75.9,,,,,,
RSPB,RSPB 151,Tristan,13,10,2014,A,63.2,47.4,72,,,,,,
RSPB,RSPB 33,Nightingale,23,9,2014,A,62,49.4,76.7,,,,,,
RSPB,RSPB 68,Nightingale,24,9,2014,A,63.6,47.2,71.7,,,,,,
RSPB,RSPB 120,Alex,26,9,2014,A,63.1,47.9,73.4,,,,,,
RSPB,RSPB 109,Alex,26,9,2014,A,61.3,50.6,79.6,,,,,,
RSPB,RSPB 108,Alex,26,9,2014,A,63.8,47.1,71.5,,,,,,
RSPB,RSPB 13,Nightingale,23,9,2014,A,63.4,47.8,73.4,,,,,,
RSPB,RSPB 88,Nightingale,25,9,2014,A,62.7,48.8,75.7,,,,,,
RSPB,RSPB 183,Tristan,13,10,2014,A,62.1,49.7,77.8,,,,,,
RSPB,RSPB 197,Tristan,13,10,2014,A,63.4,47.8,73.4,,,,,,
RSPB,RSPB 157,Tristan,13,10,2014,A,62.3,49.8,78.3,,,,,,
RSPB,RSPB 173,Tristan,13,10,2014,A,62.6,49.4,77.5,,,,,,
RSPB,RSPB 2,Nightingale,23,9,2014,A,62.3,49.9,78.6,,,,,,
RSPB,RSPB 251,Tristan,9,10,2014,A,64.1,47.3,72.7,,,,,,
RSPB,RSPB 107,Alex,26,9,2014,A,63.1,48.9,76.4,,,,,,
RSPB,RSPB 208,Tristan,9,10,2014,A,63,49,76.7,,,,,,
RSPB,RSPB 29,Nightingale,23,9,2014,A,62.2,50.3,79.6,,,,,,
RSPB,RSPB 24,Nightingale,23,9,2014,A,62.4,50.1,79.3,,,,,,
RSPB,RSPB 218,Tristan,9,10,2014,A,63.6,48.4,75.5,,,,,,
RSPB,RSPB 175,Tristan,13,10,2014,A,62.6,49.9,79,,,,,,
RSPB,RSPB 15,Nightingale,23,9,2014,A,62.9,49.6,78.4,,,,,,
RSPB,RSPB 37,Nightingale,24,9,2014,A,63.3,49,76.9,,,,,,
RSPB,RSPB 56,Nightingale,24,9,2014,A,63,49.5,78.3,,,,,,
RSPB,RSPB 247,Tristan,9,10,2014,A,65.3,46.3,71,,,,,,
RSPB,RSPB 4,Nightingale,23,9,2014,A,64.6,47.4,73.6,,,,,,
RSPB,RSPB 67,Nightingale,24,9,2014,A,63.7,48.9,77.2,,,,,,
RSPB,RSPB 26,Nightingale,23,9,2014,A,63.5,49.2,77.9,,,,,,
RSPB,RSPB 81,Nightingale,25,9,2014,A,64,48.7,77,,,,,,
RSPB,RSPB 129,Alex,26,9,2014,A,64.5,48,75.3,,,,,,
RSPB,RSPB 155,Tristan,13,10,2014,A,63.3,49.8,79.6,,,,,,
RSPB,RSPB 241,Tristan,9,10,2014,A,64.8,47.8,75.1,,,,,,
RSPB,RSPB 243,Tristan,9,10,2014,A,64.2,48.7,77.2,,,,,,
RSPB,RSPB 256,Tristan,9,10,2014,A,63.5,49.8,79.8,,,,,,
RSPB,RSPB 91,Nightingale,25,9,2014,A,65,47.8,75.3,,,,,,
RSPB,RSPB 187,Tristan,13,10,2014,A,64,49.7,80.1,,,,,,
RSPB,RSPB 212,Tristan,9,10,2014,A,66.8,45.6,70.4,,,,,,
RSPB,RSPB 5,Nightingale,23,9,2014,A,65.4,47.7,75.4,,,,,,
RSPB,RSPB 191,Tristan,13,10,2014,A,64.4,49.2,79,,,,,,
RSPB,RSPB 70,Nightingale,24,9,2014,A,66,47,73.8,,,,,,
RSPB,RSPB 159,Tristan,13,10,2014,A,64.5,49.2,79.2,,,,,,
RSPB,RSPB 99,Alex,26,9,2014,A,64.9,48.7,78,,,,,,
RSPB,RSPB 55,Nightingale,24,9,2014,A,64.8,48.8,78.2,,,,,,
RSPB,RSPB 106,Alex,26,9,2014,A,64,50.3,82.1,,,,,,
RSPB,RSPB 203,Tristan,9,10,2014,A,64.7,49.3,79.7,,,,,,
RSPB,RSPB 100,Alex,26,9,2014,A,64.7,49.4,79.9,,,,,,
RSPB,RSPB 66,Nightingale,24,9,2014,A,65.5,48.3,77.5,,,,,,
RSPB,RSPB 83,Nightingale,25,9,2014,A,63.9,50.7,83.3,,,,,,
RSPB,RSPB 10,Nightingale,23,9,2014,A,65.8,48,76.7,,,,,,
RSPB,RSPB 45,Nightingale,24,9,2014,A,64.8,50,81.9,,,,,,
RSPB,RSPB 147,Tristan,13,10,2014,A,67.7,45.8,72,,,,,,
RSPB,RSPB 25,Nightingale,23,9,2014,A,65.3,49.6,81.4,,,,,,
RSPB,RSPB 38,Nightingale,24,9,2014,A,65.5,49.4,80.9,,,,,,
RSPB,RSPB 72,Nightingale,25,9,2014,A,65.2,50.1,83,,,,,,
RSPB,RSPB 169,Tristan,13,10,2014,A,65.5,50.1,83.4,,,,,,
RSPB,RSPB 48,Nightingale,24,9,2014,A,65.6,50.1,83.3,,,,,,
RSPB,RSPB 185,Tristan,13,10,2014,A,66.4,48.9,80.5,,,,,,
RSPB,RSPB 41,Nightingale,24,9,2014,A,66.3,49.3,81.5,,,,,,
RSPB,RSPB 113,Alex,26,9,2014,A,65.6,50.3,84.1,,,,,,
RSPB,RSPB 193,Tristan,13,10,2014,A,65.5,50.8,85.7,,,,,,
RSPB,RSPB 44,Nightingale,24,9,2014,A,60.9,57.8,102.9,,,,,,
RSPB,RSPB 78,Nightingale,25,9,2014,A,68.4,46.7,75.6,,,,,,
RSPB,RSPB 27,Nightingale,23,9,2014,A,66.2,50,83.9,,,,,,
RSPB,RSPB 57,Nightingale,24,9,2014,A,65.9,50.5,85.2,,,,,,
RSPB,RSPB 49,Nightingale,24,9,2014,A,66.5,49.7,83.2,,,,,,
RSPB,RSPB 62,Nightingale,24,9,2014,A,67.3,48.6,80.4,,,,,,
RSPB,RSPB 123,Alex,26,9,2014,A,67.6,48.3,80,,,,,,
RSPB,RSPB 260,Tristan,9,10,2014,A,66.8,49.6,83.3,,,,,,
RSPB,RSPB 43,Nightingale,24,9,2014,A,66,52.3,91.5,,,,,,
RSPB,RSPB 215,Tristan,9,10,2014,A,67.6,50,85.7,,,,,,
RSPB,RSPB 167,Tristan,13,10,2014,A,68,49.8,85.5,,,,,,
RSPB,RSPB 71,Nightingale,24,9,2014,A,70.9,51.6,95.7,,,,,,
RSPB,RSPB 121,Alex,26,9,2014,B,57.3,43.3,54.5,,,,,,
RSPB,RSPB 73,Nightingale,25,9,2014,B,61,47.5,69.7,,,,,,
RSPB,RSPB 140,Alex,26,9,2014,B,65,41.6,57,,,,,,
RSPB,RSPB 135,Alex,26,9,2014,B,61.2,47.8,70.9,,,,,,
RSPB,RSPB 95,Alex,26,9,2014,B,65.6,47.5,75,,,,,,
RSPB,RSPB 141,Alex,26,9,2014,B,63.8,50.2,81.5,,,,,,
RSPB,RSPB 112,Alex,26,9,2014,B,64.2,49.7,80.3,,,,,,
RSPB,RSPB 18,Nightingale,23,9,2014,B,65,48.8,78.5,,,,,,
RSPB,RSPB 14,Nightingale,23,9,2014,B,64.7,50.2,82.7,,,,,,
RSPB,RSPB 6,Nightingale,23,9,2014,B,65.6,49.2,80.5,,,,,,
RSPB,RSPB 152,Tristan,13,10,2014,B,64.2,51.8,87.3,,,,,,
RSPB,RSPB 101,Alex,26,9,2014,B,65.8,49.7,82.3,,,,,,
RSPB,RSPB 82,Nightingale,25,9,2014,B,66.4,49,80.8,,,,,,
RSPB,RSPB 12,Nightingale,23,9,2014,B,65.3,51,86.1,,,,,,
RSPB,RSPB 104,Alex,26,9,2014,B,65.5,50.9,85.8,,,,,,
RSPB,RSPB 35,Nightingale,24,9,2014,B,66.9,49.3,82.4,,,,,,
RSPB,RSPB 74,Nightingale,25,9,2014,B,66,50.7,86,,,,,,
RSPB,RSPB 136,Alex,26,9,2014,B,65.6,51.5,88.1,,,,,,
RSPB,RSPB 232,Tristan,9,10,2014,B,65.6,51.5,88.2,,,,,,
RSPB,RSPB 58,Nightingale,24,9,2014,B,65.1,52.6,91.3,,,,,,
RSPB,RSPB 11,Nightingale,23,9,2014,B,65.7,51.8,89.4,,,,,,
RSPB,RSPB 60,Nightingale,24,9,2014,B,64.9,53.2,93.1,,,,,,
RSPB,RSPB 226,Tristan,9,10,2014,B,65.5,52.4,91.2,,,,,,
RSPB,RSPB 139,Alex,26,9,2014,B,65.5,52.5,91.5,,,,,,
RSPB,RSPB 53,Nightingale,24,9,2014,B,65,53.2,93.3,,,,,,
RSPB,RSPB 102,Alex,26,9,2014,B,68.9,47.7,79.4,,,,,,
RSPB,RSPB 96,Alex,26,9,2014,B,68.5,48.3,80.9,,,,,,
RSPB,RSPB 77,Nightingale,25,9,2014,B,73.9,40.4,61.2,,,,,,
RSPB,RSPB 54,Nightingale,24,9,2014,B,66.5,51.5,89.4,,,,,,
RSPB,RSPB 240,Tristan,9,10,2014,B,67.8,49.8,85.3,,,,,,
RSPB,RSPB 88,Nightingale,25,9,2014,B,66.9,51.3,89.2,,,,,,
RSPB,RSPB 19,Nightingale,23,9,2014,B,67.4,50.7,87.7,,,,,,
RSPB,RSPB 122,Alex,26,9,2014,B,65.9,52.9,93.5,,,,,,
RSPB,RSPB 8,Nightingale,23,9,2014,B,68.6,49.3,84.3,,,,,,
RSPB,RSPB 93,Nightingale,25,9,2014,B,65.8,53.6,95.7,,,,,,
RSPB,RSPB 32,Nightingale,23,9,2014,B,65.3,54.4,98,,,,,,
RSPB,RSPB 51,Nightingale,24,9,2014,B,66.5,52.7,93.6,,,,,,
RSPB,RSPB 64,Nightingale,24,9,2014,B,66.8,52.5,93.3,,,,,,
RSPB,RSPB 172,Tristan,13,10,2014,B,66.9,52.4,93.1,,,,,,
RSPB,RSPB 178,Tristan,13,10,2014,B,66.9,52.4,93.1,,,,,,
RSPB,RSPB 13,Nightingale,23,9,2014,B,65.9,53.9,97.1,,,,,,
RSPB,RSPB 124,Alex,26,9,2014,B,66.6,53,94.8,,,,,,
RSPB,RSPB 20,Nightingale,23,9,2014,B,67.3,52.4,93.6,,,,,,
RSPB,RSPB 28,Nightingale,23,9,2014,B,67.2,52.7,94.6,,,,,,
RSPB,RSPB 162,Tristan,13,10,2014,B,66.6,53.7,97.4,,,,,,
RSPB,RSPB 250,Tristan,9,10,2014,B,69.2,50,87.7,,,,,,
RSPB,RSPB 36,Nightingale,24,9,2014,B,67.4,52.9,95.6,,,,,,
RSPB,RSPB 3,Nightingale,23,9,2014,B,67.8,52.5,94.7,,,,,,
RSPB,RSPB 252,Tristan,9,10,2014,B,68.5,51.5,92.1,,,,,,
RSPB,RSPB 47,Nightingale,24,9,2014,B,67.9,52.5,94.8,,,,,,
RSPB,RSPB 244,Tristan,9,10,2014,B,67.6,53.2,97,,,,,,
RSPB,RSPB 107,Alex,26,9,2014,B,67.7,53.1,96.8,,,,,,
RSPB,RSPB 200,Tristan,13,10,2014,B,67.7,53.2,97.1,,,,,,
RSPB,RSPB 89,Nightingale,25,9,2014,B,69.1,51.3,92,,,,,,
RSPB,RSPB 80,Nightingale,25,9,2014,B,67.8,53.2,97.3,,,,,,
RSPB,RSPB 63,Nightingale,24,9,2014,B,68.2,52.7,96,,,,,,
RSPB,RSPB 164,Tristan,13,10,2014,B,69.1,51.4,92.6,,,,,,
RSPB,RSPB 230,Tristan,9,10,2014,B,67.8,53.4,98,,,,,,
RSPB,RSPB 30,Nightingale,23,9,2014,B,67.1,54.6,101.4,,,,,,
RSPB,RSPB 242,Tristan,9,10,2014,B,68,53.4,98.3,,,,,,
RSPB,RSPB 103,Alex,26,9,2014,B,70.3,50,89.1,,,,,,
RSPB,RSPB 228,Tristan,9,10,2014,B,68.7,52.4,95.6,,,,,,
RSPB,RSPB 97,Alex,26,9,2014,B,67.9,53.6,98.9,,,,,,
RSPB,RSPB 2,Nightingale,23,9,2014,B,67.4,54.4,100.9,,,,,,
RSPB,RSPB 211,Tristan,9,10,2014,B,67.6,54.1,100.3,,,,,,
RSPB,RSPB 10,Nightingale,23,9,2014,B,67.7,54.3,100.9,,,,,,
RSPB,RSPB 128,Alex,26,9,2014,B,68.8,52.6,96.3,,,,,,
RSPB,RSPB 166,Tristan,13,10,2014,B,68,53.9,100.2,,,,,,
RSPB,RSPB 50,Nightingale,24,9,2014,B,67.8,54.2,101,,,,,,
RSPB,RSPB 5,Nightingale,23,9,2014,B,68.3,53.6,99.2,,,,,,
RSPB,RSPB 181,Tristan,13,10,2014,B,68.3,53.5,99.1,,,,,,
RSPB,RSPB 46,Nightingale,24,9,2014,B,67.9,54.1,100.8,,,,,,
RSPB,RSPB 148,Tristan,13,10,2014,B,69.8,51.3,93.1,,,,,,
RSPB,RSPB 69,Nightingale,24,9,2014,B,67.9,54.2,101.1,,,,,,
RSPB,RSPB 92,Nightingale,25,9,2014,B,67.9,54.2,101.1,,,,,,
RSPB,RSPB 26,Nightingale,23,9,2014,B,68.3,53.7,99.8,,,,,,
RSPB,RSPB 79,Nightingale,25,9,2014,B,69,52.6,96.8,,,,,,
RSPB,RSPB 16,Nightingale,23,9,2014,B,68.5,53.6,99.8,,,,,,
RSPB,RSPB 223,Tristan,9,10,2014,B,68.4,53.8,100.4,,,,,,
RSPB,RSPB 1,Nightingale,23,9,2014,B,68.7,53.4,99.3,,,,,,
RSPB,RSPB 86,Nightingale,25,9,2014,B,70.6,50.7,91.8,,,,,,
RSPB,RSPB 236,Tristan,9,10,2014,B,69.2,52.7,97.4,,,,,,
RSPB,RSPB 105,Alex,26,9,2014,B,68.8,53.3,99.1,,,,,,
RSPB,RSPB 49,Nightingale,24,9,2014,B,69,53.1,98.5,,,,,,
RSPB,RSPB 160,Tristan,13,10,2014,B,68.4,54.1,101.5,,,,,,
RSPB,RSPB 213,Tristan,9,10,2014,B,70.1,51.6,94.6,,,,,,
RSPB,RSPB 133,Alex,26,9,2014,B,68.7,53.7,100.4,,,,,,
RSPB,RSPB 27,Nightingale,23,9,2014,B,68.5,54.1,101.6,,,,,,
RSPB,RSPB 238,Tristan,9,10,2014,B,69.4,52.8,98.1,,,,,,
RSPB,RSPB 265,Tristan,9,10,2014,B,68.5,54.3,102.4,,,,,,
RSPB,RSPB 4,Nightingale,23,9,2014,B,69.5,52.9,98.4,,,,,,
RSPB,RSPB 130,Alex,26,9,2014,B,67.9,55.3,105.3,,,,,,
RSPB,RSPB 52,Nightingale,24,9,2014,B,68.8,54,101.7,,,,,,
RSPB,RSPB 84,Nightingale,25,9,2014,B,68.8,54,101.7,,,,,,
RSPB,RSPB 29,Nightingale,23,9,2014,B,67.6,56,107.2,,,,,,
RSPB,RSPB 158,Tristan,13,10,2014,B,67.9,55.6,106.4,,,,,,
RSPB,RSPB 87,Nightingale,25,9,2014,B,70,52.5,97.8,,,,,,
RSPB,RSPB 125,Alex,26,9,2014,B,69.6,53.2,99.8,,,,,,
RSPB,RSPB 59,Nightingale,24,9,2014,B,68.7,54.7,104.2,,,,,,
RSPB,RSPB 24,Nightingale,23,9,2014,B,68.3,55.4,106.1,,,,,,
RSPB,RSPB 246,Tristan,9,10,2014,B,68.7,54.8,104.6,,,,,,
RSPB,RSPB 134,Alex,26,9,2014,B,70,52.9,99.3,,,,,,
RSPB,RSPB 108,Alex,26,9,2014,B,69.7,53.4,100.6,,,,,,
RSPB,RSPB 85,Nightingale,25,9,2014,B,69.7,53.5,101.1,,,,,,
RSPB,RSPB 176,Tristan,13,10,2014,B,69.5,53.8,102,,,,,,
RSPB,RSPB 119,Alex,26,9,2014,B,68.7,55,105.4,,,,,,
RSPB,RSPB 94,Alex,26,9,2014,B,69.7,53.6,101.5,,,,,,
RSPB,RSPB 174,Tristan,13,10,2014,B,69.3,54.2,103.2,,,,,,
RSPB,RSPB 39,Nightingale,24,9,2014,B,69.1,54.7,104.7,,,,,,
RSPB,RSPB 263,Tristan,9,10,2014,B,71.4,51.4,95.6,,,,,,
RSPB,RSPB 202,Tristan,13,10,2014,B,70.7,52.5,98.8,,,,,,
RSPB,RSPB 131,Alex,26,9,2014,B,70.3,53.1,100.5,,,,,,
RSPB,RSPB 17,Nightingale,23,9,2014,B,70.3,53.2,100.7,,,,,,
RSPB,RSPB 255,Tristan,9,10,2014,B,71.4,51.6,96.4,,,,,,
RSPB,RSPB 40,Nightingale,24,9,2014,B,70,53.7,102.3,,,,,,
RSPB,RSPB 91,Nightingale,25,9,2014,B,69.9,53.9,102.8,,,,,,
RSPB,RSPB 75,Nightingale,25,9,2014,B,70.4,53.3,101.2,,,,,,
RSPB,RSPB 150,Tristan,13,10,2014,B,72.6,50,92,,,,,,
RSPB,RSPB 21,Nightingale,23,9,2014,B,70,53.9,103.1,,,,,,
RSPB,RSPB 259,Tristan,9,10,2014,B,69.2,55.1,106.5,,,,,,
RSPB,RSPB 42,Nightingale,24,9,2014,B,70.6,53.1,100.9,,,,,,
RSPB,RSPB 65,Nightingale,24,9,2014,B,70,54,103.5,,,,,,
RSPB,RSPB 99,Alex,26,9,2014,B,69.8,54.4,104.5,,,,,,
RSPB,RSPB 184,Tristan,13,10,2014,B,68.9,55.7,108.4,,,,,,
RSPB,RSPB 248,Tristan,9,10,2014,B,71.1,52.5,99.4,,,,,,
RSPB,RSPB 83,Nightingale,25,9,2014,B,68.9,55.9,109.2,,,,,,
RSPB,RSPB 37,Nightingale,24,9,2014,B,69.5,55.1,106.9,,,,,,
RSPB,RSPB 109,Alex,26,9,2014,B,68.7,56.3,110.4,,,,,,
RSPB,RSPB 216,Tristan,9,10,2014,B,71,52.9,100.7,,,,,,
RSPB,RSPB 209,Tristan,9,10,2014,B,69.6,55,106.7,,,,,,
RSPB,RSPB 100,Alex,26,9,2014,B,70.3,54,103.9,,,,,,
RSPB,RSPB 70,Nightingale,24,9,2014,B,70.8,53.4,102.2,,,,,,
RSPB,RSPB 145,Tristan,13,10,2014,B,71.5,52.4,99.5,,,,,,
RSPB,RSPB 234,Tristan,9,10,2014,B,71.4,52.7,100.5,,,,,,
RSPB,RSPB 207,Tristan,9,10,2014,B,70.5,54.1,104.6,,,,,,
RSPB,RSPB 257,Tristan,9,10,2014,B,69.4,55.8,109.6,,,,,,
RSPB,RSPB 68,Nightingale,24,9,2014,B,70.9,53.7,103.5,,,,,,
RSPB,RSPB 111,Alex,26,9,2014,B,71.7,52.5,100.2,,,,,,
RSPB,RSPB 22,Nightingale,23,9,2014,B,70,55.1,107.6,,,,,,
RSPB,RSPB 25,Nightingale,23,9,2014,B,69.8,55.5,108.8,,,,,,
RSPB,RSPB 9,Nightingale,23,9,2014,B,71.3,53.4,103.1,,,,,,
RSPB,RSPB 182,Tristan,13,10,2014,B,70.7,54.3,105.7,,,,,,
RSPB,RSPB 267,Tristan,9,10,2014,B,71.1,53.8,104.3,,,,,,
RSPB,RSPB 98,Alex,26,9,2014,B,68.8,57.6,115.6,,,,,,
RSPB,RSPB 33,Nightingale,23,9,2014,B,70,55.9,110.8,,,,,,
RSPB,RSPB 120,Alex,26,9,2014,B,71.6,53.5,103.9,,,,,,
RSPB,RSPB 195,Tristan,13,10,2014,B,71.3,54,105.4,,,,,,
RSPB,RSPB 56,Nightingale,24,9,2014,B,70.9,54.7,107.4,,,,,,
RSPB,RSPB 67,Nightingale,24,9,2014,B,70.5,55.3,109.3,,,,,,
RSPB,RSPB 76,Nightingale,25,9,2014,B,70.2,55.9,111.2,,,,,,
RSPB,RSPB 186,Tristan,13,10,2014,B,71.7,53.7,104.8,,,,,,
RSPB,RSPB 15,Nightingale,23,9,2014,B,70.9,55,108.7,,,,,,
RSPB,RSPB 106,Alex,26,9,2014,B,70.7,55.6,110.7,,,,,,
RSPB,RSPB 123,Alex,26,9,2014,B,72,53.6,104.9,,,,,,
RSPB,RSPB 154,Tristan,13,10,2014,B,72.1,53.5,104.6,,,,,,
RSPB,RSPB 156,Tristan,13,10,2014,B,70.1,56.5,113.5,,,,,,
RSPB,RSPB 90,Nightingale,25,9,2014,B,72.2,53.6,105,,,,,,
RSPB,RSPB 110,Alex,26,9,2014,B,71.9,54,106.3,,,,,,
RSPB,RSPB 23,Nightingale,23,9,2014,B,73,52.6,102.4,,,,,,
RSPB,RSPB 221,Tristan,9,10,2014,B,71.8,54.5,108.1,,,,,,
RSPB,RSPB 204,Tristan,9,10,2014,B,71.1,55.6,111.4,,,,,,
RSPB,RSPB 34,Nightingale,23,9,2014,B,72.9,53,103.8,,,,,,
RSPB,RSPB 72,Nightingale,25,9,2014,B,70.4,56.8,115.2,,,,,,
RSPB,RSPB 41,Nightingale,24,9,2014,B,71.6,55.1,110.1,,,,,,
RSPB,RSPB 138,Alex,26,9,2014,B,72.1,54.4,108,,,,,,
RSPB,RSPB 31,Nightingale,23,9,2014,B,74.4,51.2,98.8,,,,,,
RSPB,RSPB 127,Alex,26,9,2014,B,72.6,54,107.3,,,,,,
